43683da3c6c5a93c7938ff550faf0d039a9a639a,"SOERVER12A58A7DE48,SODABLD12A6D4F8B3C,SOKKDQB12AB01883B7,SOXUSKK12A8C144F94,SOBITYB12AB01830F5,SOLKPSQ12A6D223BC4,SOXDFVJ12A6D4FD18A,SOVZGLW12A8AE4570B,SOPOYLD12A8C13B17A,SODYWBD12A8C139845"
85d0d381551960608e02df98956277e495b3cf6b,"SOQPYQS12A58A7B8DF,SOCCYYG12AB0184DE8,SOCMSRR12A81C22F45,SORCAKN12A58A7A2CF,SOHGWFC12AB017F2E7,SOUFABE12A6701CFFF,SOBYRVR12A6D4FAF83,SOSHQHA12A58A7B1E9,SOFRQTD12A81C233C0,SOOWVNN12A8C140775"
ac1cb58f839ae6773732125e99b4a7394e0661e4,"SOVMKIC12AF72A05CC,SOWMGHQ12A6D4F914D,SOZZIOH12A67ADE300,SOLGWFD12B0B807B28,SOFWUWJ12A6D4F991E,SOPRVKW12A6D4FD57B,SOQAQYN12A58A7B08D,SOPAETP12A8C131E3B,SOIJTAV12AB01825CA,SOTMFRY12A8C13C8A2"
9c2032efba612bccec98435a3928b67d69350bed,"SOEPJEF12AF72A44DA,SODLYRF12AB01861E0,SOCKZGC1280EC90D76,SOTOXYL12A8C139E18,SOWMACK12AB017E581,SOVXEFY12AB017CE50,SOMRCAS12A58A7CB34,SOIIEAZ12AB01853F8,SOAIVZL12A8C139DFB,SORCMHW12A6D4F756B"
c4bcf00d005e6848a032d94f7fb212f499cdc1ba,"SOWKVVW12A8AE45E8C,SOLVTSK12AB017EFCC,SOCZVSX12A6D4F5033,SOAUNAX12AB01876D0,SOTMTTY12A6D4F95A1,SOBNXJY12A8C13E070,SOVFFSK12A6BD55C96,SOSJIUS12A8C13C501,SOGISVQ12A8C13AE9B,SOFXMGW12A58A78DDD"
f927dddfe26b0c74ada3eaadca41bfb462c37ee4,"SOLPODJ12AB0184406,SOVMKIC12AF72A05CC,SOWMGHQ12A6D4F914D,SONKYVR12B0B80AF82,SOCDNMP12AB018440C,SOLATOQ12A8C13AAA9,SOTHRRH12A8C13DCBA,SOZZIOH12A67ADE300,SOLGWFD12B0B807B28,SOECUDG12A8C13337F"
2151970107e08d58919003899f952b64af0ee0ec,"SOZZTCU12AB0182C58,SOOJMUX12A58A76D02,SOTXACG12A8C144082,SORGAPD12AB017D9BB,SOJDOJC12A8AE46372,SOQCXXX12AB0189070,SOUETFZ12A6D4F97B6,SOIXWUM12B0B8067E1,SOLZCAL12A6D4F93C1,SOCESFK12AB018CF42"
17aa9f6dbdf753831da8f38c71b66b64373de613,"SOBLTMH12A6D4FA44D,SOMYFZY12A8C13C725,SOJVPDY12AF72A1B04,SOYHKYO12AB018224C,SOPDVHA12AB0188AF3,SONBNVV12A8151B825,SOTMTTY12A6D4F95A1,SOUEGBF12AB017EFD5,SOREFEK12AB017FE96,SOZHJKI12A81C2248F"
3851d01aa9d1b2505fa361b63940e8cdc9a3e754,"SOBWSGV12AB018B5E0,SONOYIB12A81C1F88C,SOBOAFP12A8C131F36,SOHZPIK12A58A7CCAE,SOBABSR12A58A7AD93,SOPAYPV12AB017DB0C,SOAUFOF12AB0180C65,SOGTQNI12AB0184A5C,SOTWNDJ12A8C143984,SONYKOW12AB01849C9"
c6bb7f1933a8024e52f83e35335b31967108aeba,"SOBOAFP12A8C131F36,SOPQLBY12A6310E992,SOISNSU12AC468C0D8,SOUVTSM12AC468F6A7,SODGVGW12AC9075A8D,SOTWNDJ12A8C143984,SOSCIZP12AB0181D2F,SOSXLTC12AF72A7F54,SOKUPAO12AB018D576,SOLRGVL12A8C143BC3"
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,"SOJGUSJ12A8C1363A2,SOMTXSB12AF72ACC38,SOSMJUR12AB0188012,SOKDUUY12B0B80BD37,SOBGNMG12A8C133DFD,SOJKUOG12A6D4FD11D,SOSMMZJ12A6D4FBF22,SOPNMLL12AB018775A,SOYSPTJ12A67020842,SOBBVDC12AB01806C6"
9c8bdd66608468fe0779a978765aa8760572c99f,"SOYKNUX12A58A7B1C6,SOLIYDE12A8C138E0F,SODUFFP12A6310F109,SOBFLMV12A6701E740,SOEGKIL12AB017F90A,SOMCIUF12A6D4F8351,SONQHJK12A58A7C9B8,SORWBEB12A58A78BF8,SOWWDKA12A67020A2E,SOFSIKY12AF72A0807"
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,"SOUFPNI12A8C142D19,SOTWSXL12A8C143349,SOCVTLJ12A6310F0FD,SOSCIZP12AB0181D2F,SOFKABN12A8AE476C6,SOCKSGZ12A58A7CA4B,SOKUPAO12AB018D576,SOSXLTC12AF72A7F54,SOLFXKT12AB017E3E0,SOLRGVL12A8C143BC3"
6e90c8066ef7a7271b0b0365ffd705caa4e904ea,"SOSRERB12A8C139735,SOXWJHE12A58A79102,SOLUVSG12AC468910B,SOWRCYH12A58A7C559,SOWKXNT12AC4689102,SOJAOWH12AC4689103,SOAMHNB12A6D4F8E9F,SOCEANL12A58A7EF4E,SOSGEGU12AB018188A,SOIUSBC12AC46890FE"
5d5292006ba24728132385c17927c3ac00225498,"SOMWWQB12AB01840D8,SOIPYXS12AB0187DA5,SONMERX12AF72A6002,SOLRFDT12AB0183B0D,SOUUTBX12A8C140E63,SODEHVU12AB017FCD1,SOZCXDY12AB0183722,SOZFHVL12AB0182D22,SOXKSAN12A8C13C96D,SOJFRIL12A6D4FB684"
ec25e3d78ea8374869a772dc58bb903528a3c9cc,"SOFFEUI12A8C142F4E,SONLOPR12A8C13C477,SODHILM12A8C132448,SOBYPQZ12AB0186DE9,SOODKRN12A8C133DF5,SOIIOUS12A8AE47E20,SOGIDHJ12AB01800D1,SOGPNGN12A8C143969,SOBOAFP12A8C131F36,SOFRCGW12A81C21EA6"
e4e99e5b3223bec258cf2ff0d090d05a06302344,"SOQVHDB12A6D4FB145,SOZACMG12A6D4F68E1,SOSAPQR12A58A7B7B8,SOLWEKA12A8C145D56,SOAUWYT12A81C206F1,SONSHLY12A6701EB77,SOQTFXB12AB0180806,SOSXLTC12AF72A7F54,SOVDSJC12A58A7A271,SOEGIYH12A6D4FC0E3"
15b64f7a097c90b540b492e360a643d45234cfd9,"SOAIVZL12A8C139DFB,SOLQOJU12A8C139E03,SOFFHJL12AF72A4A08,SOOBHEX12A6D4F8151,SOEUOET12AF72A0B8C,SOSFEOA12AF72A322D,SOOGQVE12A6D4F814F,SONRYRS12A8C139DCE,SOYVTBB12AF72AC610,SOCZHUU12A6310DA5B"
530b94ecae74ff525738bfd053f1bbee2a505078,"SOVFENH12AB0185ED9,SORIHEL12A6D4FB30D,SOJDJWL12AB0186A16,SOJNRAG12A8C13C89C,SOBLANY12A8C14382E,SOLPBMO12A8C137215,SOFTYAI12A58A79157,SOQXBZN12AB018610A,SOBHIJM12AB018194F,SORMYQB12A67020912"
838108b69c82ebdf7cddd61ac2c0e1d2572e43b6,"SOUFPNI12A8C142D19,SOTASGN12AC9075A8F,SOTWNDJ12A8C143984,SONOYIB12A81C1F88C,SOOJJCT12A6310E1C0,SOBWSGV12AB018B5E0,SODGVGW12AC9075A8D,SOTWSXL12A8C143349,SOFKABN12A8AE476C6,SODEAWL12AB0187032"
4c6ec11bf897c14a44f56a9616f0942764d28227,"SOVTQLS12A6D4F8350,SOEKVEA12A6D4FA514,SOPIADQ12A8C13C9C9,SOWHYSP12A8C142A21,SOYUCVV12AB018B35A,SOXZSEH12AC468CABB,SOTHUTZ12A6D4F7A7B,SOPXRQT12A6701EAC9,SOSTLBB12A8C13E3DB,SOKSQYH12AB018A1C4"
d6589314c0a9bcbca4fee0c93b14bc402363afea,"SOOJJCT12A6310E1C0,SOFRCGW12A81C21EA6,SOSCIZP12AB0181D2F,SOFKABN12A8AE476C6,SOWEJXA12A6701C574,SOUOEMP12A8C13866E,SOTASGN12AC9075A8F,SOGPNGN12A8C143969,SOPPROJ12AB0184E18,SOCVTLJ12A6310F0FD"
c5c7548cba9970b695f1ade5164c11a0101eb00e,"SOTWNDJ12A8C143984,SOBOAFP12A8C131F36,SOUVTSM12AC468F6A7,SOLRGVL12A8C143BC3,SOSCIZP12AB0181D2F,SOLFXKT12AB017E3E0,SOKUPAO12AB018D576,SOKLRPJ12A8C13C3FE,SOPPROJ12AB0184E18,SOTASGN12AC9075A8F"
c01f9838d66929bd2494eb8e627054024a13d5c4,"SOVOBOU12A8A9D6899,SOJZEXX12A6D4F6247,SORJAAY12AB018A172,SOTBBMP12A58A79A48,SOIUAZG12AB0188AFE,SOMYWWJ12A8C13D06C,SOGIPOB12A6701CC4A,SOIRGOJ12A8C13D064,SOGVTEY12AC90754F7,SOKBJJO12A8C140826"
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,"SOGTZNP12A6D4FCE31,SOGHLTK12AB0184F84,SOOSPIF12A6310D880,SOVAEBW12AB0182CE6,SOZEGIS12AB017C602,SOWIOOI12AB01858E1,SOMEPLF12A58A7C777,SOEAEHF12A8AE46E23,SOYCQFR12A6D4F8EEA,SOYKTSO12A8C1381FB"
0659229d409ede40887c2a4bc44e8b264a7b8b40,"SOJVIXA12AF72A5752,SOEGDWK12A8C137D13,SOAJNYK12AF729F33B,SOORTEQ12A6D4FA1D0,SOFVHLF12A8C140E48,SOSROSD12A8C13F519,SOPDIDL12A58A7ABF0,SOIQKPT12A8C140753,SOETRNC12A6D4F8653,SOVCHUK12AB017F41F"
